,sid,tangram nr,step,small triangle,middle triangle,big triangle,square,parallelogram
1432,152652,2,9,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1433,152652,2,10,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1434,152652,2,11,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1435,152652,2,12,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1436,152652,2,13,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1437,152652,2,14,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1438,152652,2,15,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1439,152652,2,16,"{(5.0, 90.0), (11.0, 180.0)}","{(8.0, 45.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1440,152652,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
1441,152652,3,2,set(),"{(12.0, 225.0)}","{(11.0, 135.0)}",set(),set()
1442,152652,3,3,set(),"{(12.0, 225.0)}","{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1443,152652,3,4,set(),"{(12.0, 225.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1444,152652,3,5,set(),"{(12.0, 225.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1445,152652,3,6,set(),"{(19.0, 315.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1446,152652,3,7,set(),"{(19.0, 315.0)}","{(18.0, 225.0), (11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1447,152652,3,8,"{(14.0, 0.0)}","{(19.0, 315.0)}","{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1448,152652,3,9,"{(14.0, 0.0)}","{(19.0, 0.0)}","{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1449,152652,3,10,set(),"{(19.0, 0.0)}","{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1450,152652,3,11,"{(22.0, 90.0)}","{(19.0, 0.0)}","{(11.0, 135.0)}",set(),"{(8.0, 90.0)}"
1451,152652,3,12,"{(22.0, 90.0)}","{(19.0, 0.0)}","{(11.0, 135.0)}","{(17.0, 45.0)}","{(8.0, 90.0)}"
1452,152652,3,13,"{(13.0, 0.0), (22.0, 90.0)}","{(19.0, 0.0)}","{(11.0, 135.0)}","{(17.0, 45.0)}","{(8.0, 90.0)}"
1453,152652,3,14,"{(13.0, 0.0), (22.0, 90.0)}","{(19.0, 0.0)}","{(11.0, 135.0)}","{(17.0, 45.0)}","{(8.0, 90.0)}"
1454,152652,3,15,"{(13.0, 0.0), (22.0, 90.0)}","{(17.0, 225.0)}","{(11.0, 135.0)}","{(17.0, 45.0)}","{(8.0, 90.0)}"
1455,152652,3,16,"{(13.0, 0.0), (22.0, 90.0)}",set(),"{(11.0, 135.0)}","{(2.0, 0.0)}","{(8.0, 90.0)}"
1456,152652,4,1,"{(23.0, 0.0)}",set(),set(),set(),set()
1457,152652,4,2,"{(23.0, 0.0)}",set(),set(),set(),"{(11.0, 90.0)}"
1458,152652,4,3,"{(23.0, 0.0)}",set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
1459,152652,4,4,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
1460,152652,4,5,"{(23.0, 0.0), (2.0, 135.0)}","{(13.0, 270.0)}",set(),set(),"{(11.0, 90.0)}"
1461,152652,4,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 135.0)}",set(),"{(11.0, 90.0)}"
1462,152652,4,7,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}","{(12.0, 135.0)}",set(),"{(11.0, 90.0)}"
1463,152652,4,8,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1464,152652,4,9,"{(23.0, 0.0), (2.0, 135.0)}","{(12.0, 180.0)}","{(12.0, 135.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1465,152652,4,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1466,152652,4,11,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1467,152652,4,12,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1468,152652,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1469,152652,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1470,152652,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1471,152652,4,16,"{(23.0, 0.0), (2.0, 135.0)}","{(7.0, 225.0)}","{(12.0, 135.0), (7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 45.0)}"
1472,160833,1,1,set(),set(),"{(17.0, 0.0)}",set(),set()
1473,160833,1,2,set(),set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),set()
1474,160833,1,3,set(),set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),"{(9.0, 45.0)}"
1475,160833,1,4,set(),set(),"{(17.0, 0.0), (7.0, 225.0)}",set(),"{(9.0, 45.0)}"
1476,160833,1,5,set(),set(),"{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1477,160833,1,6,set(),"{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1478,160833,1,7,set(),"{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1479,160833,1,8,set(),"{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1480,160833,1,9,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1481,160833,1,10,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1482,160833,1,11,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1483,160833,1,12,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1484,160833,1,13,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1485,160833,1,14,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1486,160833,1,15,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1487,160833,1,16,"{(5.0, 45.0), (11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 225.0)}","{(12.0, 0.0)}","{(9.0, 45.0)}"
1488,160833,2,1,set(),set(),set(),"{(17.0, 0.0)}",set()
1489,160833,2,2,set(),set(),set(),"{(17.0, 0.0)}","{(11.0, 45.0)}"
1490,160833,2,3,set(),set(),"{(13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1491,160833,2,4,set(),set(),"{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1492,160833,2,5,set(),"{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1493,160833,2,6,"{(13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1494,160833,2,7,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1495,160833,2,8,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1496,160833,2,9,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1497,160833,2,10,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1498,160833,2,11,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1499,160833,2,12,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1500,160833,2,13,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1501,160833,2,14,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1502,160833,2,15,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1503,160833,2,16,"{(9.0, 225.0), (13.0, 180.0)}","{(6.0, 225.0)}","{(2.0, 0.0), (13.0, 0.0)}","{(17.0, 0.0)}","{(11.0, 45.0)}"
1504,160833,3,1,set(),set(),set(),"{(2.0, 0.0)}",set()
1505,160833,3,2,"{(3.0, 315.0)}",set(),set(),"{(2.0, 0.0)}",set()
1506,160833,3,3,"{(1.0, 45.0), (3.0, 315.0)}",set(),set(),"{(2.0, 0.0)}",set()
1507,160833,3,4,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(11.0, 135.0)}","{(2.0, 0.0)}",set()
1508,160833,3,5,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(17.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1509,160833,3,6,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(17.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(13.0, 45.0)}"
1510,160833,3,7,"{(14.0, 45.0), (3.0, 315.0)}",set(),"{(17.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}","{(13.0, 45.0)}"
1511,160833,3,8,"{(14.0, 45.0), (3.0, 315.0)}",set(),"{(17.0, 225.0), (11.0, 135.0)}","{(4.0, 0.0)}","{(13.0, 45.0)}"
1512,160833,3,9,"{(14.0, 45.0)}",set(),"{(17.0, 225.0), (11.0, 135.0)}","{(4.0, 0.0)}","{(2.0, 45.0)}"
1513,160833,3,10,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(17.0, 225.0), (11.0, 135.0)}","{(4.0, 0.0)}","{(2.0, 45.0)}"
1514,160833,3,11,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(17.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1515,160833,3,12,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(17.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1516,160833,3,13,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(12.0, 0.0)}","{(2.0, 45.0)}"
1517,160833,3,14,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
1518,160833,3,15,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(7.0, 0.0)}","{(2.0, 45.0)}"
1519,160833,3,16,"{(14.0, 45.0)}","{(6.0, 180.0)}","{(18.0, 225.0), (11.0, 135.0)}","{(11.0, 0.0)}","{(2.0, 45.0)}"
1520,160833,4,1,set(),set(),set(),"{(23.0, 0.0)}",set()
1521,160833,4,2,"{(2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
1522,160833,4,3,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
1523,160833,4,4,"{(23.0, 0.0), (2.0, 135.0)}","{(14.0, 270.0)}",set(),"{(23.0, 0.0)}",set()
1524,160833,4,5,"{(23.0, 0.0), (2.0, 135.0)}","{(14.0, 270.0)}",set(),"{(23.0, 0.0)}","{(11.0, 90.0)}"
1525,160833,4,6,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1526,160833,4,7,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(12.0, 45.0)}",set()
1527,160833,4,8,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),set(),set()
1528,160833,4,9,"{(23.0, 0.0), (2.0, 135.0)}",set(),set(),"{(23.0, 0.0)}",set()
1529,160833,4,10,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}",set()
1530,160833,4,11,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1531,160833,4,12,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1532,160833,4,13,"{(23.0, 0.0), (2.0, 135.0)}","{(9.0, 270.0)}","{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1533,160833,4,14,"{(23.0, 0.0), (2.0, 135.0)}","{(9.0, 270.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1534,160833,4,15,"{(23.0, 0.0), (2.0, 135.0)}","{(8.0, 225.0)}","{(8.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1535,160833,4,16,"{(23.0, 0.0), (2.0, 135.0)}",set(),"{(7.0, 45.0)}","{(23.0, 0.0)}","{(11.0, 135.0)}"
1536,161807,1,1,set(),set(),"{(24.0, 270.0)}",set(),set()
1537,161807,1,2,set(),set(),"{(24.0, 270.0)}","{(9.0, 0.0)}",set()
1538,161807,1,3,set(),set(),"{(24.0, 270.0)}","{(9.0, 0.0)}",set()
1539,161807,1,4,set(),set(),"{(17.0, 0.0), (24.0, 270.0)}","{(9.0, 0.0)}",set()
1540,161807,1,5,set(),set(),"{(17.0, 0.0), (7.0, 315.0)}",set(),set()
1541,161807,1,6,set(),set(),"{(17.0, 0.0), (7.0, 315.0)}",set(),"{(4.0, 45.0)}"
1542,161807,1,7,set(),"{(2.0, 0.0)}","{(17.0, 0.0), (7.0, 315.0)}",set(),"{(4.0, 45.0)}"
1543,161807,1,8,set(),set(),"{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1544,161807,1,9,"{(11.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1545,161807,1,10,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1546,161807,1,11,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1547,161807,1,12,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1548,161807,1,13,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1549,161807,1,14,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1550,161807,1,15,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1551,161807,1,16,"{(11.0, 45.0)}","{(8.0, 180.0)}","{(17.0, 0.0), (7.0, 315.0)}","{(12.0, 0.0)}","{(4.0, 45.0)}"
1552,161807,2,1,set(),set(),"{(13.0, 0.0)}",set(),set()
1553,161807,2,2,set(),set(),"{(12.0, 180.0), (13.0, 0.0)}",set(),set()
1554,161807,2,3,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}",set(),set()
1555,161807,2,4,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}",set(),"{(11.0, 45.0)}"
1556,161807,2,5,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1557,161807,2,6,"{(3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1558,161807,2,7,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1559,161807,2,8,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1560,161807,2,9,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1561,161807,2,10,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1562,161807,2,11,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1563,161807,2,12,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1564,161807,2,13,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1565,161807,2,14,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1566,161807,2,15,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1567,161807,2,16,"{(9.0, 270.0), (3.0, 0.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1568,161807,3,1,set(),set(),"{(11.0, 135.0)}",set(),set()
1569,161807,3,2,set(),set(),"{(18.0, 225.0), (11.0, 135.0)}",set(),set()
1570,161807,3,3,set(),set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1571,161807,3,4,"{(1.0, 45.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1572,161807,3,5,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1573,161807,3,6,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1574,161807,3,7,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(18.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1575,161807,3,8,"{(1.0, 45.0), (3.0, 315.0)}",set(),"{(13.0, 225.0), (11.0, 135.0)}","{(2.0, 0.0)}",set()
1576,161807,3,9,"{(1.0, 45.0), (3.0, 315.0)}","{(23.0, 90.0)}",set(),"{(2.0, 0.0)}",set()
1577,161807,3,10,"{(1.0, 45.0), (3.0, 315.0)}","{(23.0, 90.0)}",set(),set(),set()
1578,161807,3,11,"{(3.0, 315.0)}","{(23.0, 90.0)}","{(8.0, 0.0)}",set(),set()
1579,161807,3,12,"{(3.0, 315.0)}","{(23.0, 90.0)}","{(10.0, 0.0), (8.0, 0.0)}",set(),set()
1580,161807,3,13,"{(3.0, 315.0)}","{(23.0, 90.0)}","{(10.0, 0.0), (8.0, 0.0)}",set(),"{(2.0, 45.0)}"
1581,161807,3,14,"{(3.0, 315.0)}","{(6.0, 180.0)}","{(10.0, 0.0), (8.0, 0.0)}",set(),"{(2.0, 45.0)}"
1582,161807,3,15,"{(3.0, 315.0)}","{(6.0, 180.0)}","{(8.0, 0.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
1583,161807,3,16,"{(19.0, 45.0), (3.0, 315.0)}","{(6.0, 180.0)}","{(8.0, 0.0), (11.0, 135.0)}",set(),"{(2.0, 45.0)}"
1584,161807,4,1,set(),set(),set(),set(),"{(11.0, 90.0)}"
1585,161807,4,2,set(),set(),"{(13.0, 270.0)}",set(),"{(11.0, 90.0)}"
1586,161807,4,3,set(),set(),"{(13.0, 270.0)}",set(),set()
1587,161807,4,4,set(),set(),"{(13.0, 270.0), (8.0, 270.0)}",set(),set()
1588,161807,4,5,set(),set(),"{(13.0, 270.0), (8.0, 270.0)}",set(),set()
1589,161807,4,6,set(),set(),"{(7.0, 90.0), (13.0, 270.0)}",set(),set()
1590,161807,4,7,set(),set(),"{(7.0, 90.0), (13.0, 270.0)}",set(),set()
1591,161807,4,8,set(),set(),"{(7.0, 90.0), (13.0, 270.0)}",set(),set()
1592,161807,4,9,set(),set(),"{(7.0, 90.0), (13.0, 270.0)}",set(),"{(11.0, 90.0)}"
1593,161807,4,10,set(),set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1594,161807,4,11,"{(12.0, 270.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1595,161807,4,12,"{(23.0, 0.0), (12.0, 270.0)}",set(),"{(7.0, 90.0), (13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1596,161807,4,13,"{(23.0, 0.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}",set()
1597,161807,4,14,"{(23.0, 0.0)}",set(),"{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1598,161807,4,15,"{(23.0, 0.0)}","{(7.0, 135.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1599,161807,4,16,"{(23.0, 0.0)}","{(7.0, 135.0)}","{(13.0, 270.0)}","{(23.0, 0.0)}","{(11.0, 90.0)}"
1600,163516,1,1,set(),set(),"{(22.0, 180.0)}",set(),set()
1601,163516,1,2,set(),set(),"{(22.0, 180.0)}",set(),"{(8.0, 0.0)}"
1602,163516,1,3,set(),set(),"{(17.0, 0.0)}",set(),"{(8.0, 0.0)}"
1603,163516,1,4,set(),set(),"{(17.0, 0.0)}",set(),"{(13.0, 0.0)}"
1604,163516,1,5,"{(5.0, 45.0)}",set(),"{(17.0, 0.0)}",set(),"{(13.0, 0.0)}"
1605,163516,1,6,"{(9.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0)}",set(),"{(13.0, 0.0)}"
1606,163516,1,7,"{(9.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0)}",set(),"{(7.0, 45.0)}"
1607,163516,1,8,"{(9.0, 315.0), (5.0, 45.0)}",set(),"{(17.0, 0.0), (2.0, 0.0)}",set(),"{(7.0, 45.0)}"
1608,163516,1,9,"{(9.0, 315.0), (19.0, 45.0)}",set(),"{(17.0, 0.0), (2.0, 0.0)}",set(),"{(7.0, 45.0)}"
1609,163516,1,10,"{(9.0, 315.0), (19.0, 45.0)}","{(6.0, 180.0)}","{(17.0, 0.0), (2.0, 0.0)}",set(),"{(7.0, 45.0)}"
1610,163516,1,11,"{(19.0, 45.0)}",set(),"{(17.0, 0.0)}",set(),"{(12.0, 135.0)}"
1611,163516,1,12,"{(19.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),set()
1612,163516,1,13,"{(19.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),"{(6.0, 135.0)}"
1613,163516,1,14,"{(19.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),"{(6.0, 135.0)}"
1614,163516,1,15,"{(19.0, 45.0)}",set(),"{(17.0, 0.0), (7.0, 45.0)}",set(),"{(8.0, 135.0)}"
1615,163516,1,16,"{(19.0, 45.0)}",set(),"{(17.0, 0.0), (10.0, 45.0)}",set(),"{(8.0, 135.0)}"
1616,163516,2,1,set(),set(),set(),"{(22.0, 0.0)}",set()
1617,163516,2,2,set(),set(),"{(13.0, 0.0)}","{(22.0, 0.0)}",set()
1618,163516,2,3,set(),set(),"{(13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1619,163516,2,4,set(),set(),"{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1620,163516,2,5,set(),"{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
1621,163516,2,6,"{(9.0, 270.0)}","{(6.0, 225.0)}","{(12.0, 180.0), (13.0, 0.0)}","{(22.0, 0.0)}","{(11.0, 45.0)}"
